userName,score,at,content
Nathan Azfar,1,2025-09-28 07:59:48,game ini sebenarnya bagus tapi menurut saya sistem dalam game ini sangat kikir dan licik dan sangat suka maksa player untuk top up terus menerus di game ini jadi kayak developer game ini si Garena seperti gak mau player nya top up di game lain seperti GK mau memberikan kesempatan kepada semua player top up di game lain contoh sistem yang memaksa player nya untuk terus top up di free fire itu adalah sistem prime yaitu sistem yang maksa player untuk trs top up jka tidak mau level prime itu turun
Ilyas Ilyasa,5,2025-09-28 07:58:31,woi kunyuk banyak yang pakai cheat kau nggak sadar bangsad
Nur Ull,1,2025-09-28 07:57:44,Katanya Langsung Kok ada 7 detik
Ridho Febiyan,5,2025-09-28 07:57:06,baguss
Garena Free Fire,1,2025-09-28 07:49:14,MUDAH MUDAHAN FF DI HAPUS DARI SEMUA NEGARA KARENA GARENA LICIK MUSUH UDAH SEKARANG GA MATI MATI LU GARENA JAWAB JANGAN DIAM AJA AWAS AJA LU HAPUS GA GAME INI KALO ENGGA AWAS YA SIAP SIAP AJA.
Allea Anindia,1,2025-09-28 07:44:04,Bikin emosi garena makin ke sini makin ke sana... kita nembak musuh uda sekarat tapi gak mati mati padahal dameg uda 300 tapi musuh masih banyak darah nya aneh... garena mentingin duit doang playernya gak di pikirin gmn cara nya player nyamanan saat bermain
Fajar Yuli setiawan,5,2025-09-28 07:43:40,bagus
bilal bilal,1,2025-09-28 07:43:24,"gem nya si emang bagus tapi kalo engga login 2/3 hari harus donload vauld dll,ini ff nya rusak atau gimana inii"
Yudha Tama,5,2025-09-28 07:40:16,game ini sangat. enarik dan bagus aku sukaa
Iswan sunarya,1,2025-09-28 07:32:30,"game rusak , jelek , burik , mending hapus aja game ni , banyak citer dan bug² lain"" , untuk pencipta game tolong urusin game ny dengan benar"
PonionG Ehhwajib,2,2025-09-28 07:28:23,gerafik nybagus
Denmas,5,2025-09-28 07:23:44,singkat saja bagus bgt
Nnno Bbbb,5,2025-09-28 07:22:59,seru sekali
Markus Marrang,5,2025-09-28 07:14:37,karna seru di kain kan
Rafi Meler,5,2025-09-28 07:13:20,game nya seru bisa buat hp mana aja dan memiliki kualitas game terbaik menurutku dibanding game lainya bisa by one dengan teman bisa mendapatkan/bicara dengan teman walaupun jarak nya jauh dan memiliki banyak map map di freefire seperti di craftland
FAREL FIAN FAREL FIAN,5,2025-09-28 07:11:31,sangat seru dan menyenangkan
Zendi Santana,1,2025-09-28 07:09:19,we need old peak
MRzzz,5,2025-09-28 06:57:28,Salam booyah
sirekap,5,2025-09-28 06:53:42,aku main cs payaal banget
Yuda Giri,5,2025-09-28 06:51:10,bagus
Zaki Al,5,2025-09-28 06:45:01,game bagus 👍👍 saya kasi bintang 5
Deri Selvia,5,2025-09-28 06:44:25,saya senang
Carllvp Hanif,5,2025-09-28 06:41:50,game rusak ga guna bgt nguras uang tapi boonggg🤙🤙🤙
Kardi Yanti,5,2025-09-28 06:35:57,seru dan lumayan mudah
Sanjaya Ayub nurhidayat,5,2025-09-28 06:34:47,tolong min gamenya nggak bisa onmic lg min
day,5,2025-09-28 06:34:34,mantap
Alit Muztabah,5,2025-09-28 06:29:30,game nya sangat menyenangkan kan
Heru Pratama Putra,5,2025-09-28 06:28:44,aku suka free fire
KING REDDOORZ,1,2025-09-28 06:21:34,"woi, skor udah 66, ngapa zona ke musuh anjg"
Satria Rumii,1,2025-09-28 06:19:44,untuk kalian jangan memainkan game ini karena game ini membuat frustasi sampai teman ku meninggal
Kausar Firdaus,1,2025-09-28 06:18:29,"masak gara""bg budi main game lain langsung di bl"
Iman Rohiman,5,2025-09-28 06:16:39,login
Haikal Haikal,5,2025-09-28 06:16:29,game ny bagus
Fajri Pratama,5,2025-09-28 06:16:21,geme sangat keren
Fahri Nunung,5,2025-09-28 06:10:12,lebih baik kehilangan pacar dari pada ke hilangan aku ff
Junaedi Muhamad,5,2025-09-28 06:09:15,"seru, tapi banyak cheat nya"
Alfino Fabian,1,2025-09-28 06:03:56,bnyk bugh
Abibima Farendra,5,2025-09-28 06:01:38,bagus
arfan maulana,2,2025-09-28 05:57:27,ke blacklist mulu padahal gw main murni ga pake chit
Dona Adha,5,2025-09-28 05:49:48,game nya mantap banget
fasya muzayan,1,2025-09-28 05:48:50,game gjls musuh nembak tapi ko ga ada suaranya aduh
Kadek Oka,5,2025-09-28 05:44:39,bagus dan keren a
Keanu gibran Al ghifari,5,2025-09-28 05:38:26,baik
Fakih Munandar,5,2025-09-28 05:26:42,bagus tapi ada ngelek nya
Jumadi Infinix,5,2025-09-28 05:22:28,bagus
Tutik Hariyanti,5,2025-09-28 05:19:27,sangat bagus
Adit Ya,1,2025-09-28 05:14:05,"ini kenapa depeloperd, game nya masih sangat buriq padahal ini kan epep versi Terbagus gimana cih."
Annisa Ica,5,2025-09-28 05:13:01,game ini seru tapi saya TDK mempunyai diamond
Sairan,5,2025-09-28 05:10:57,keren banget
Emanuel Nainggolan,5,2025-09-28 05:04:40,seru banget game nyaa 🤩🤩
DAMAR GANTENG,5,2025-09-28 05:03:54,mantap epep the best sih 🌟
udin udin,1,2025-09-28 05:01:37,tolong lah kalo ada orang nyepin tu kasih lah dikit jangan di kasih token nya doang gw nyepin ga dapet apa² walaupun ga dapet yang utama kasih lah yang lain kek ini klo dapet crett ya dapet token kan Garena anj
Uciha Itaci,5,2025-09-28 04:59:58,wah game nya sangat bagus dan menantang tapi tolang masalah sinyal nya di perbaiki
Su Marno,1,2025-09-28 04:59:29,game gk ada aturan banyak akun yang kena blacklist padahal gk pake chet emng burik ff pantesan player nya pada pensi teryata game spek burik/8bit gk salah di blacklist/susspend permanen
Ros Maya,5,2025-09-28 04:58:51,seruu lopyu buat Garena
Roki Roki,4,2025-09-28 04:54:48,akun gw ke band tiba tiba cok lama lagi ehh😞
Kadek,5,2025-09-28 04:50:39,sangat bagus
Nurdin Kamesah,4,2025-09-28 04:49:40,sangat bagus saya suka karena banyak tentangan
Siraj Raj,1,2025-09-28 04:49:20,grafik burik koneksi selalu jelek semua burik
Riski Syafi,5,2025-09-28 04:46:52,permainan ini bagus sekali coba aja bisa di cit
Revan Ramadhansyah,5,2025-09-28 04:39:16,gacor
I Kadek Oka,5,2025-09-28 04:37:58,seru buat mabar
Gonds Abiz,2,2025-09-28 04:37:53,In game kenapa dah pas mau masuk ada pesan KONEKSI JARINGAN EROR GAGAL MENDAPATKAN DATA AKUN:2 APA EMANG LAGI UPDATE APA GIMANA NICH OWNER GAME NY PPK SKRNG GUA KASIH BINTANG 2 DLU SOAL NY RADA SEDIKIT KESAL KARNA TIDAK MASUK KE DALAM GAME NY ATAU LOBI
Lisan Nur laila,5,2025-09-28 04:36:46,game nya sangat seruuu
Putut Sukardi,5,2025-09-28 04:36:15,bermain lebih seru
buntul,1,2025-09-28 04:31:40,"jangan di download udah game burik jelek pula, pdhl grafik ny udh gua ultra in tetep aja kaya grafik kartel, padahal bentar lagi gua mau ke master malah di kasih tim kek kirik, game biadap JANGAN DI DOWLOAD!!!."
Deni Deni,5,2025-09-28 04:30:56,ini sangat bgs tapi ini judi🗿
Eza Alfian rizki,5,2025-09-28 04:30:45,bagusss banget
Parik Lani,5,2025-09-28 04:29:48,bagus banget sama diperbarui dong
Tari Mentari,3,2025-09-28 04:25:50,lebih suka roblox
Sudarti,5,2025-09-28 04:23:24,bagus
Yeni Turnaningsih,5,2025-09-28 04:23:09,asik sekali
Haikal tri okialin,1,2025-09-28 04:20:36,game nya lag
Wiwin Winata,5,2025-09-28 04:19:50,geme ini sangat sangat populer dan menarik pokok nya 👌
Nata Epep,2,2025-09-28 04:17:39,tolong lobby ff max di jadiin jalan kek dulu plz gw mau comeback🙏🙏
Haykal Fatan,4,2025-09-28 04:16:00,bagus
ahmad Faozan,1,2025-09-28 04:12:31,bangset ngeleg menn kunyuk
Iful Saeful,5,2025-09-28 04:08:44,bagusss seru bijgittt
Aisyah Maryam,5,2025-09-28 04:07:58,seruuu bangetttt
AYU VIRIMA,5,2025-09-28 04:07:43,game ini keren
Dalizokho Zebua,5,2025-09-28 04:07:21,Padahal hp ku kentang tapi ini game banyak kaloborasi update mencengangkan tapi cocok buat hp ku rescpect si dari belum main ff sekarang main ggwp
FADLI133 FADLI,1,2025-09-28 04:06:08,min knp ff saya gak bisa login min gagal terhubung ke server terus min kenapa itu min
Rasya Orva,5,2025-09-28 04:05:49,"bagus penghilang stress , pening kepala gara gara kalah maen ml"
Adi Bah,5,2025-09-28 04:05:18,saya kasih bintang 5 karna seru bisa Mabar samatemen
Siti Fatimah,1,2025-09-28 04:03:48,ff burik banyak bug
Chrisna Meilando,5,2025-09-28 04:02:29,"game nya sangat bagus, memulai pertempuran dan skin² yg bagus²"
nurhalimah us,5,2025-09-28 04:01:30,akun ku hilang tanpa aku kuta hui
Benyamin Jho,5,2025-09-28 04:00:13,terbaikkkk
Rina Rina,1,2025-09-28 03:55:28,ff sekarang makin burik pemainnya abanyak yg pake cit
ceyla,4,2025-09-28 03:55:24,"pelit bgt min, ak pen incu tp dpt nya batu mata kucing 40."
Vivo Tungkal,1,2025-09-28 03:54:56,tepuk tangan😹
Cgf Ggfd,5,2025-09-28 03:54:05,dudukwee
Sunjaya Jaya,5,2025-09-28 03:49:04,seruu banget ff tercinta selalu dihati
Dayat,5,2025-09-28 03:42:36,best bet dah
Gi Mer,1,2025-09-28 03:42:10,Garena overdosis+kikir
Aldy Hiwa,1,2025-09-28 03:41:07,we need old peak
Fahmy Dhinata,5,2025-09-28 03:40:06,wawa
Biru Langit,5,2025-09-28 03:36:15,gamenya bagus banget seru lagi bisa Mabar bisa dapet temen baru dan banyak lagi😁😁😁
Alif Ralfihidayat,1,2025-09-28 03:36:12,mantap
Faiz Anwar,5,2025-09-28 03:33:37,Game ff seru kali woy
ulfa rondonuwu,1,2025-09-28 03:32:50,game pendo
Dedi Hermawan,5,2025-09-28 03:32:14,menyala bosku
Rolan Lengga,5,2025-09-28 03:31:20,sya tdk mau aplikasi ini muncul lgi di perangkat sya tolong hilang kan dri perangkat sya agar tdk memenuhi perangkat sya
frendi c,5,2025-09-28 03:30:19,mantap Garena bisa garena ngisiin DM 500k aja Garena boleh ya
Dito Andhito,5,2025-09-28 03:28:19,ini
Baskoro Ade,1,2025-09-28 03:25:56,burik gk pitung game haran
Atina Muflichah,5,2025-09-28 03:24:11,seru
Indri Sulistiani,5,2025-09-28 03:23:36,bagus tapi mimin paenf
Sarfan Sadela,5,2025-09-28 03:23:29,sarfan free fire 🥰🥰
M.Akrima Akrim,5,2025-09-28 03:23:26,tolong berikan saya skin sg dan saya akan mainkan game ini terus dan saya suka saya sudah main selama 6 tahun tapi akun saya hilang dan saya sekarang combeak lagi
Asmi,5,2025-09-28 03:17:57,banyak yang toxic
Muhammad Alhabsi,5,2025-09-28 03:17:37,𝗵𝗮𝗶 𝗚𝗮𝗿𝗲𝗻𝗮 𝗯𝗮𝗻𝗴𝘀𝗮𝗱 𝘀𝗮𝘆𝗮 𝗽𝘂𝗻𝘆𝗮 𝗮𝗸𝘂𝗻 𝟭 𝘀𝘂𝗹𝘁𝗮𝗻 𝘂𝗱𝗮 𝟲 𝘁𝗮𝗵𝘂𝗻 𝘁𝗮𝗽𝗶 𝘁𝗮𝗽𝗶 𝘁𝗮𝗽𝗶 𝗮𝗸𝘂𝗻 𝗻𝘆𝗮 𝘀𝗲𝗲𝗻𝗮𝗸 𝘀𝗮𝗷𝗮 𝗵𝗶𝗹𝗮𝗻𝗴 𝗽𝗮𝗱𝗮𝗵𝗮𝗹 𝗮𝗸𝘂𝗻 𝗴𝗼𝗼𝗴𝗹𝗲 𝗻𝗮𝗺𝗮 𝗮𝗸𝘂𝗻 𝗻𝘆𝗮 𝗲𝗹𝗶𝘁 𝘆𝗼𝘂 𝟭 𝗹𝗮𝗴𝗶 𝗺𝗲𝗻𝗴𝗮𝗽𝗮 𝗮𝗸𝘂𝗻 𝗴𝘂𝗲𝘀𝘁 𝗺𝘂𝗱𝗮𝗵 𝗵𝗶𝗹𝗮𝗻𝗴 𝗸𝗮𝗻 𝗮𝗻𝗷𝗴
RAFLY,3,2025-09-28 03:16:53,apalah min masak gw dikasih player bot mainnya nyampah terus malah ngesok juga sok jago tolong kasih tim sama musuh yang seimbanglah
Purwono Ono,4,2025-09-28 03:15:38,"game ini enak,tapi suka ngelag padahal jaringan udah bagus,dan grafik nya kurang bagus ku kasih bintang 4"
Fadog “FEKOS” Fekos,5,2025-09-28 03:14:49,gemplay terkeren
Zakata Zahra,5,2025-09-28 03:10:41,uapeeeeekkkkk tenannn
Lia aura Priman,5,2025-09-28 03:01:51,permainan nya sangat keren
Yana Maryana,1,2025-09-28 03:01:00,"udah beli kuota game eh gabisa dimainin , aplikasi gila nyesel download ini ga amanah"
Evellin Dian valani,3,2025-09-28 02:56:14,"sering ngeleg"" padahal jaringan bagus, tapi cocok buat hiburan"" kalo lagi bosen, bikin emosi game nya"
Zaydan Almahbubi,5,2025-09-28 02:52:40,BAGUS BANGET
Nuraisyah Berutu,5,2025-09-28 02:51:20,epep di hati
Aradhana Batara Aksa,5,2025-09-28 02:50:52,permainannya bagus tp kadang ada cheter
Arvino,5,2025-09-28 02:49:55,sumpah game nya serius bngt temen gw suka Pepeng
Samsidah Dalimunthe,5,2025-09-28 02:49:14,seruh sekali mengisi waktu luang
Herlina Oke,1,2025-09-28 02:48:08,"suka kesel sama geme ini yg tiba"" leg"
Andra Ggezet,5,2025-09-28 02:44:25,"geme ini luar biasa disebut geme menarik yang bertempur di Bermuda saya senang sekali bisa donwload geme friee fire, saya suka main di BR atau CS Terima kasih minn 🙏"
AZREIL YANTO,1,2025-09-28 02:41:12,mantap the best lah game burikk nih
Aang Kunaefi,5,2025-09-28 02:40:41,ARKAN
Sarma Pasaribu,4,2025-09-28 02:38:43,𝑔𝑎𝑚𝑒 𝑁𝑦𝑎 𝑘𝑒𝑟𝑒𝑛𝑛𝑛
Suloy yyy,1,2025-09-28 02:38:00,gak bisa login ini epep gimana sihhhh bosok banget
Muhhamad Rizky,4,2025-09-28 02:32:54,"game nya seru,cuman kalo siang, sore,sama malam banyak dark sistem nya,jadi males"
Lolo K,5,2025-09-28 02:30:45,plis berikan aku kehokian dan musuh bot
abimanyu laksamana,5,2025-09-28 02:29:12,sangat cocok digunakan bagi para pengguna jalan jjjfff Miss udah gj
lilin puspita,5,2025-09-28 02:28:51,saya sangat suka
pandu aprianor,5,2025-09-28 02:28:07,bagua bahkan gw maen ampe lv 5 jir
Yunan Plunx,5,2025-09-28 02:22:57,gamenya lumayan enak sih tapi kurasa harus ada diamond gratis sebanyak 350
Arya Dzaki Maulana,1,2025-09-28 02:22:09,sering ghost touch
Alfariq Doyanpedes,5,2025-09-28 02:21:17,asik
Ansi Durman,5,2025-09-28 02:20:50,mantap
Tarmizi Tea,5,2025-09-28 02:19:54,game nya seru banger
Bujang Irwan,5,2025-09-28 02:17:22,seru banget
Margaret Yona,1,2025-09-28 02:16:03,"eh kau buat buat ff jngn korup kli bler, lama' main ff kya koncet, kya puqi jga tolol yg buat"
Bocil Bsk,5,2025-09-28 02:14:46,game yang sangat baik
Titin Yani,5,2025-09-28 02:14:01,permainan ini sangat seru dan s3mua orang harus main ini ff seru
Qisthi Chodjah,5,2025-09-28 02:10:38,Seru banget cuma agak ngelek²aja senjata nya juga bagus bagus kok terimakasih
Faadddzz,5,2025-09-28 02:09:15,mantap dah pokoknya
YANTO,5,2025-09-28 02:03:29,hh.
Afiqah,5,2025-09-28 02:03:00,walaupun bikin saya ribet atau nggak suka tapi ini game paling terbaik
Nurrahma Rahma,5,2025-09-28 01:55:24,karna seru bisa mabar
Pro Cs,1,2025-09-28 01:54:32,apalah main cs kalah 10 kali menang cuma 1 kali males maen lagi🫩
Kesya Pratama,5,2025-09-28 01:49:59,seru
Jay Juy,5,2025-09-28 01:46:47,tolong ilangin yang pake cit
Lili,5,2025-09-28 01:43:58,mantap
Rusman Darmanto,5,2025-09-28 01:40:02,pokok nya bagus
Abduasul loja Loja,1,2025-09-28 01:38:56,tolong benerin bug ya setiap main pasti ada bug dan juga CIT tolong lah perbaiki game mu udh burik makin burik rank ku sampe ke platinum satu gara CIT sekali lagi tolong perbaiki game nya burik
Ndaru Wahyu Sejati,1,2025-09-28 01:38:50,"game nya bagus ku kasih bintang 5,tapi hp ku nge leg jadi kepencet bintang 1"
Fitri Handayani,5,2025-09-28 01:36:10,sngt bgus
Galip Kabes,5,2025-09-28 01:32:21,kenapa ya tiap game ini update sama anime terus makin banyak player dark system' bermunculan
Zang Xiao Fan Onl1,1,2025-09-28 01:31:14,akun ff GK pernah aman pasti aja ada yg hek udah toup berapa juta masih aja GK aman mau beli akun amau rawan sendiri pasti aja di HK mohon di per baiki agar tidak bisa di HK lagi temakasih GM burik
Ri Ro,2,2025-09-28 01:27:40,Starting nya lama banget ya
aurell Aurellia,5,2025-09-28 01:26:49,sangat mantap min🫰🏻
Enjangtapip Ambari,1,2025-09-28 01:22:13,game ini memang bagus tapi kadang² ngelek dan banyak citer pliss Garena kalo ada citer hp beledugin aja biar kapok lalu aku nanya ke Garena kenapa game ini sangat burik mau ff max dan biasa tetep aja burik karena Garena cuman mau pemain nya main geme citer leg mening Garena hapus aja geme ini di play store buat apa juga geme ini burik banyak citer bikin mata sakit anak anak sulit beribadah gara2 geme ff ini jadi kalo bikin game yang gak lupa waktu jadikan Garena dapat pahala jangan buat BOCIL GI
SUNAOOKAMI SHIROKO,2,2025-09-28 01:21:30,"gacha gacha nya ampas, gak pernah hoki, YouTube² dikasih hoki satu spin dapat, lah ini udh habis 1 ribu DM pun cuma dapat tas doang, tau gitu mending beliin ke baju² di diamond unggu...... intinya gua gak bakalan top up lagi, oh iya sinyalnya juga pas lagi mau nembak musuh sinyalnya langsung merah kalo GK kuning"
Ponsel Winda,4,2025-09-28 01:18:36,game ini ngelag kali cok pas aku main di br kan aku turun di tempat sepi sekali jadi kau loot dulu lah kan terus jaringan nya ngelag kali pada hal wifi nya bagus tapi ngelag gk lama pas jaringannya udah bisa aku langsung mati di kil musuh padahal musuh nya jauh sekali dari tempat ku
alfin the rgc,1,2025-09-28 01:15:11,game ini sangat jelek ff dan ff max sama saja burik tidak ada kelebihan di ff max ini
Farel,1,2025-09-28 01:12:36,game rusak gak bisa login
Rizki Dwi putra,5,2025-09-28 01:05:51,enak kali bah
Ivan Ivan,5,2025-09-28 01:02:58,gamenyaa sangatt baguss
Nizam Alqhoir,5,2025-09-28 01:02:39,enak game ff jos
Sulis Tyawati,5,2025-09-28 01:01:11,sangat bagus
Diaz Afrizal,5,2025-09-28 00:59:50,gem inih sangat baik
Kiriwil Kiriwil,5,2025-09-28 00:56:59,mantap
Gibran Salendra,5,2025-09-28 00:51:54,gem ny seruh dan bagus
Aliando Rizki,5,2025-09-28 00:51:25,keren
Aku Kaba,5,2025-09-28 00:48:37,keluarin mysetrop di indo
Reza Izan,5,2025-09-28 00:45:29,seru
Made Sudiana,5,2025-09-28 00:45:00,karna Bagus
keanu yudha,5,2025-09-28 00:44:51,game favorit
Broni Broni,1,2025-09-28 00:44:09,tolong bug demeg nya di hapus ya Garena
Latif Akmal,4,2025-09-28 00:43:52,bagus cuma ngelag
Bisma Agung,5,2025-09-28 00:43:27,bg gif Alok bg 😜
Itilih Itilih,2,2025-09-28 00:39:39,"cool, greetings buriq🗿👍"
Fandir Fandir,5,2025-09-28 00:37:55,game ini sangat baik
Devch Saputra,5,2025-09-28 00:33:28,keren
Azka Aziz,5,2025-09-28 00:31:10,geem burikk
ahmad taqwim,4,2025-09-28 00:28:30,seru
Apriliano Rahmat,5,2025-09-28 00:26:23,game yang sangat seru dan menarik serta enak di mainkan semoga GARENA FREEFIRE MAX bikin event seru lagi saya sangat suka main FREEFIRE MAX
MasBudi Aditya,5,2025-09-28 00:17:41,GEK ini menyenangkan kan
Haikal .f,5,2025-09-28 00:11:08,kasih tim yang jago
Fariz Saufan,5,2025-09-28 00:08:32,bagus
Wiliyam Bonden,1,2025-09-28 00:06:13,akun aku hilang setelah aku relog sama akun bagus aku hilang gitu aja di ganti sama akun. bottt
Sahwwamah,5,2025-09-28 00:04:00,gem ya sangat bagus
Viky Viky0,5,2025-09-28 00:03:56,game yang luar biasa
Rhavfi hadid,1,2025-09-27 23:57:45,"Saya bermain game lainnya lancar dan tidak ada gangguan apapun, pas saya bermain game ini hp saya tidak bisa di gerakkan lalu saya bermain game lainnya hp saya sangat lancar GIMANA NI GARENA😢?"
Fatta Yuda Salam,5,2025-09-27 23:50:09,lebih baik jadi game ff dripada wanit karena ff menyenangobati hati dan juga wanita menyakiti hati
pillow fluff,5,2025-09-27 23:43:16,cepet
Natan Agian,1,2025-09-27 23:39:50,oi garena. kalian bikin map ada 6 tapi asal aku main sudah beberapa hari ini. dapat map Bermuda terus gimana sih sistem kalian ini
akun ku,5,2025-09-27 23:30:54,FreeFire♥️
Muhammad Rozaq,1,2025-09-27 23:28:02,burik
zhafran,5,2025-09-27 23:23:41,mood
Budi Kamil,5,2025-09-27 23:21:29,gamenya bagus
anqueela Buahdua,5,2025-09-27 23:18:15,madep
BSK KENJI (BSK kenji),5,2025-09-27 22:55:58,geam ini sangat bagus
Kevin Nasrullah,5,2025-09-27 22:46:56,enak si tapi hp suka. ngelek
Qayla Qayla,5,2025-09-27 22:46:09,keren
Budiharjo Abidadam,1,2025-09-27 22:44:57,banyak loading nya di apdet malah makin burik
Candra Saputra,5,2025-09-27 22:33:35,bagus sekali nggak ngelek
Insan Aditya pratama,3,2025-09-27 22:27:48,kenapa pas aku pake kuota unlimited games tidak bisa login
Furqon Azizi,5,2025-09-27 21:50:59,game nya mantap dan seru banget coyy
Ipa Ipa,5,2025-09-27 20:58:14,saya suka free fire
tricster 01,5,2025-09-27 20:31:26,keren
Ergi Indra,1,2025-09-27 20:16:45,sakit mata ku
Su Santi,5,2025-09-27 20:12:06,gila ini game perang paling seru
Nana Halana,5,2025-09-27 19:23:14,aku nyesel banget...top up dari 8k-10k nyampe 20k...mungkin bagi kalian ini sedikit...tapi bagiku ini banyak...karena uang itu bukan uangku tapi ortuku bahkan kalau uangku pun sama aja aku ngerasa kayak..sayang banget buang duit cuma demi DM ...dan DM nya pun cuman buat nyepin demi dapet skin...aku nyesel bukan karena gamenya jelek...tapi karena aku sendiri...yang kecanduan sama game tersebut...sampe rela minta uang dari orang tua tanpa rasa malu hanya untuk topup...
Sukron Ependi,5,2025-09-27 19:10:47,keren bagus
Kristian,1,2025-09-27 19:00:30,"Kok punya saya tidak bisa login menggunakan data seluler padahal jaringan bagus, kouta ada dan bila menggunakan wifi bisa. Bila ini bug semoga cepet di atasi karena Saya hanya menggunakan data seluler saat bermain Free Fire. Terpaksa kasih 1 bintang dulu biar di respon cepat masalah nya sama admin Garena Free Fire. Sampai Sekarang masih saja tidak ada perbaikan bug ini kacau"
Muslihan Muslihan,5,2025-09-27 18:35:44,"Bertamodesat nickname akun lama ku yg hilang. smg di liat sama orang lain yg baru main free fire untuk terus berjuang walaupun tidak mudah dulu aku punya banyak teman yg bermain dengan ku , mereka mengajari ku untuk bermain free fire.tapi sekarang bermain free fire terasa hampa tanpa mereka.Bertamodesat Juni 2024-september 2025 pamit 🥀🥀"
Owek Tott200,5,2025-09-27 18:15:43,pengen main Free Fire Max tapi gagal mendonglot tapi seruh liat teman teman main ff max terimakasih ff ku aku sayang gem ini
Amal Saka,5,2025-09-27 18:13:57,Aku mau dm
GAZA 14,1,2025-09-27 17:59:54,woi garena ko akun gw gk bisa di login akun google
Faros,5,2025-09-27 17:35:00,nice game
MOH ALI FIKRI,1,2025-09-27 17:33:38,burik ajg
kukuh sujoko,5,2025-09-27 17:24:37,Free Fire sangat menyenangkan
Araya Raya,5,2025-09-27 17:15:11,game ini bagus banget grafiknya sanggat cantik dan detail banget bagus banget cocok untuk orang yang suka nge game
DEDY GAMERS,5,2025-09-27 17:13:16,nice bro
User Infinix,5,2025-09-27 17:01:03,mantap
Indrawan Saputra,1,2025-09-27 16:54:04,"event gak ngotak, sampah"
Usu Hendra,4,2025-09-27 16:51:07,jaringan ny selalu buruk disaat masuk game..padahal jaringan dihp full
M Ramdan,5,2025-09-27 16:48:07,tolong Garena sinyal nya di bagus kan saya main sinyal na turun naik trus
Rizky Alfi,1,2025-09-27 16:41:38,benerin lah min masa mic gua gabisa nyala burik bgt
Yadi Arnando Arnando,1,2025-09-27 16:41:30,benarin tu efek firing Evo masa keluar satu satu pake jeda
Johandi,5,2025-09-27 16:17:06,saya merasa senang
Suherman Mukten,5,2025-09-27 16:15:32,game yang bagus
Dina efita Sari,5,2025-09-27 16:11:19,Sangat asik
Akmal Bismania,5,2025-09-27 16:05:10,bagus 👍👍
Fahril Rizky,1,2025-09-27 15:59:37,"Apa nii game buriqqq 8 bittt,kalau main sinyall kuning terosss, padahal di Game sama Aplikasi Lain Bagus Eh tiba di Free Fire Buriq lag sinyall nyaaa. dasar game sok jual mahal pheiii"
Turbo Speed,1,2025-09-27 15:58:54,game hama gw maen 40+ game cuma dapet point 68 mikir kids org mah maen segitu bisa kali dapet 200an lah ini 68 lu mikir berapa banyak waktu yg gw buang gw pernah denger kata kata dari tmn gw 1detik bisa merubah segalanya lah ini merubah otak yg pen hv malah di bikin stres udh cukup ml aja yg bikin stres gausah di tambahin gw habis top up minimal kasih permudah Napa ml aja gapernah top up dapet skin gratis banyak lah lu udhmah top up Mulu dapet bonus top up sesukalu mikir kids
wilah moderen a.a,1,2025-09-27 15:40:42,plus lah bag leg nya di perbaikin gak bisa kill aku wak musuh dapa aja kill 2 hit aku udah 10 kali hit gak mati mati padahal udah bagus nih jaringan
Intan Kesia Putri,5,2025-09-27 15:38:10,sngt bagus
Erzha,5,2025-09-27 15:36:44,banyak sekali aitem yang bagus
Melda Deni,4,2025-09-27 15:36:39,enak banget
Abdul kadir Kadir,1,2025-09-27 15:36:16,garena pilih kasih
Erik Faot,5,2025-09-27 15:28:02,ff kren abis
Bahril Bahril,5,2025-09-27 15:11:47,QLAM ALAM
Ghost Sleep,1,2025-09-27 15:10:51,burik 8 bit
Akun Ita,5,2025-09-27 15:08:05,ko😎💸👍❤️😍😎🇲🇨🇲🇨😘🥰📢☠️
Ikon Gacor,5,2025-09-27 15:00:18,pokonya sudah bagus banget tapi kalo spin kenapa ya sering kalo pas gak dapet
Yohanes Jolo,5,2025-09-27 14:55:54,sangat cocok untuk saya
Ahmad,5,2025-09-27 14:52:14,😁
Kaylananda Yolandina,5,2025-09-27 14:51:44,bagus tapi lain kali jangan nge bug
Bagas Pratama,1,2025-09-27 14:51:22,anjir lah masak akun ff ku bisa di ben padahal aku gak pakek cit
Dua Dewi,5,2025-09-27 14:48:28,I LOPYUUU EPEPP
Kikialmira 789,5,2025-09-27 14:47:48,kasih boyah trs kaa
Idha Aja,5,2025-09-27 14:41:44,game yang sangat bagus
Dgas Frong dgs,5,2025-09-27 14:38:33,bagus sekali
Rafa Raditya,5,2025-09-27 14:34:45,gacorr
Hanan Rahmat,5,2025-09-27 14:30:34,"ada madara dan itachi cuy😋 tapi ada satu hal yg bikin gua hampir pensi,yaitu hp gua ngehank😹😹"
Felisya Tinambunan,5,2025-09-27 14:24:46,gem nya sangat Bagus untuk galau
Sugeng angger,5,2025-09-27 14:24:31,kenapa. ga ada mode malam
Favian Ezar,1,2025-09-27 14:23:51,jelek
Rafli jalaludin,1,2025-09-27 14:22:43,Tolonglah gak enak FF bangsad
Awang Sukma,5,2025-09-27 14:21:09,aku senang sekali
Kayla Aulia,5,2025-09-27 14:20:55,"seruu,bisaa ajkk mabarr"
Abdul S,5,2025-09-27 14:14:15,bagus
AREPAN Are,1,2025-09-27 14:14:01,game sering alasan
Rini Habeahan,5,2025-09-27 14:00:16,baik sepi
